feature,importance
product_name_Dell Laptop,5.301402924791747e-05
product_name_Hirzl Women's Soffft Flex Golf Glove,5.133627816085198e-05
product_name_Nike Dri-FIT Crew Sock 6 Pack,5.092464657571708e-05
product_name_Glove It Women's Mod Oval 3-Zip Carry All Gol,5.057880052252784e-05
product_name_Bag Boy Beverage Holder,5.0369500997419953e-05
product_name_Nike Men's Deutschland Weltmeister Winners Bl,5.007569590664245e-05
product_name_Titleist Pro V1x High Numbers Personalized Go,4.94687298069278e-05
category_name_Strength Training,4.9122324705789256e-05
order_country_Barbados,4.9033390466929795e-05
product_name_Glove It Women's Imperial Golf Glove,4.69750331746305e-05
order_country_Hungary,4.549204213900218e-05
customer_state_AR,4.4449109753376696e-05
order_country_Senegal,4.410001148579825e-05
order_country_Belarus,4.3533366746724066e-05
category_name_CDs,4.334439588252862e-05
product_name_CDs of rock,4.3059601366653715e-05
order_country_Kyrgyzstan,4.278391231484891e-05
product_name_Baby sweater,4.146436999815025e-05
product_name_Merrell Men's All Out Flash Trail Running Sho,4.0514949893153655e-05
order_country_Madagascar,3.95065650923132e-05
category_name_Baby,3.85637760592623e-05
order_country_Uganda,3.788983606744129e-05
order_country_Georgia,3.7503632564262055e-05
order_country_Jordan,3.738847732720084e-05
product_name_Glove It Imperial Golf Towel,3.6465961486411915e-05
product_name_TaylorMade 2014 Purelite Stand Bag,3.623368805227469e-05
order_country_Lithuania,3.6232847305457575e-05
customer_state_IA,3.507257586922063e-05
category_name_Soccer,3.4968696791828603e-05
order_country_Niger,3.348251426615666e-05
product_name_GolfBuddy VT3 GPS Watch,3.342207574827194e-05
product_name_Cleveland Golf Collegiate My Custom Wedge 588,3.316078529166371e-05
order_country_Afghanistan,3.291784493668563e-05
order_country_Nepal,3.261817599605095e-05
order_country_Czech Republic,3.131955622594603e-05
product_name_Clicgear Rovic Cooler Bag,3.104608111728691e-05
customer_state_MT,3.085811787080717e-05
order_country_Gabon,3.0404378150484784e-05
customer_state_ID,2.8969299698808945e-05
order_country_Papua New Guinea,2.853794767853613e-05
product_name_Nike Men's Fingertrap Max Training Shoe,2.852906148731834e-05
order_country_Taiwan,2.8509826090218008e-05
product_name_Merrell Women's Siren Mid Waterproof Hiking B,2.821853831257243e-05
product_name_Garmin Approach S3 Golf GPS Watch,2.6240998930817678e-05
order_country_Bulgaria,2.6105706526120213e-05
order_country_Rwanda,2.5852226977451875e-05
order_country_infrequent_sklearn,2.5394327837560014e-05
order_country_Trinidad and Tobago,2.5362149258666142e-05
product_name_Merrell Women's Grassbow Sport Hiking Shoe,2.4960205034986837e-05
order_country_Libya,2.4591021000440647e-05
product_name_Mio ALPHA Heart Rate Monitor/Sport Watch,2.4452744220955274e-05
order_country_Yemen,2.3683951160236006e-05
order_country_Turkmenistan,2.356219278107992e-05
product_name_SOLE E35 Elliptical,2.288298964424361e-05
order_country_Somalia,2.2548495556597617e-05
product_name_Smart watch,2.1504328499318462e-05
order_country_Paraguay,2.0919814507329138e-05
customer_state_AL,2.0900286894190896e-05
order_country_Azerbaijan,2.0800377826866877e-05
category_name_Sporting Goods,2.0428042163816724e-05
product_name_Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2.0057936246734194e-05
category_name_Basketball,1.97033304261964e-05
order_country_Slovakia,1.950208786793498e-05
order_country_Uruguay,1.935782162509075e-05
order_country_Tunisia,1.886769125238065e-05
order_country_Mongolia,1.8778411412855225e-05
product_name_Brooks Women's Ghost 6 Running Shoe,1.87446015262927e-05
order_country_Croacia,1.7771301470095893e-05
order_country_Estonia,1.72892496718378e-05
product_name_Fitbit The One Wireless Activity & Sleep Trac,1.6747684987587628e-05
order_country_Bosnia and Herzegovina,1.639475410736476e-05
product_name_The North Face Women's Recon Backpack,1.6195970345585285e-05
order_country_Ethiopia,1.600634728070039e-05
order_country_Lebanon,1.5999042021346886e-05
